vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_0202500	81	87	378	342
PF3D7_1479100	0	0	0	0
PF3D7_API00900	0	0	0	0
PF3D7_1025700	231	196	71	110
PF3D7_0709900	46	42	89	86
PF3D7_1400100	24	19	15	15
PF3D7_0524200	13	26	24	22
PF3D7_1346700	32	70	6	14
PF3D7_0408800	0	0	2	1
PF3D7_1410000	115	59	47	72
PF3D7_0218200	67	52	134	156
PF3D7_1341800	17	20	28	21
PF3D7_1415100	14	23	23	20
PF3D7_0201200	0	0	0	0
PF3D7_0929300	82	117	174	217
PF3D7_0502700	23	15	20	40
PF3D7_0205700	74	89	59	64
PF3D7_0811600	218	204	211	248
PF3D7_0928100	3	6	11	10
PF3D7_0422000	147	123	171	169
PF3D7_1144800	28	33	42	39
PF3D7_0408700	11	24	6	15
PF3D7_0800600	1	2	3	3
PF3D7_1015400	158	121	98	163
PF3D7_1333700	189	255	170	213
PF3D7_0501600	205	346	265	273
PF3D7_0631100	1	0	0	1
PF3D7_1218000	17	14	132	137
PF3D7_0412400	0	0	0	0
PF3D7_0216200	64	53	56	47
PF3D7_1013500	181	227	185	246
PF3D7_0204900	185	229	228	206
PF3D7_1205400	41	32	37	33
PF3D7_0113600	3	0	31	63
PF3D7_0508300	387	541	182	195
PF3D7_1307300	61	65	67	81
PF3D7_0830600	42	26	104	128
PF3D7_0527200	1209	1382	1015	1097
PF3D7_0423200	143	151	117	137
PF3D7_1451100	9919	7487	4918	5271
PF3D7_1313600	10	10	6	15
PF3D7_1330700	209	290	184	206
PF3D7_1301600	36	29	233	308
PF3D7_0110800	363	343	363	422
PF3D7_1118100	77	112	129	151
PF3D7_0619700	111	103	62	56
PF3D7_1108700	655	700	490	486
PF3D7_0114700	1	1	1	0
PF3D7_0314200	70	59	29	50
PF3D7_1212500	505	665	680	733
PF3D7_0906200	40	26	25	45
PF3D7_1409200	110	147	45	58
PF3D7_1253100	19	18	60	76
PF3D7_0610600	216	315	520	518
PF3D7_1121900	70	73	42	48
PF3D7_API05800	0	0	0	0
PF3D7_0323800	154	125	105	128
PF3D7_0324000	0	0	0	0
PF3D7_1317200	94	45	191	235
PF3D7_1137100	122	89	104	97
PF3D7_0303300	224	239	283	260
PF3D7_0620400	5	5	5	14
PF3D7_1211600	253	184	237	300
PF3D7_0801000	209	139	682	895
PF3D7_1020600	57	43	60	72
PF3D7_0413800	56	61	16	20
PF3D7_0632400	1	0	4	2
PF3D7_1363800	22	20	45	42
PF3D7_1000800	1	1	4	3
PF3D7_0423300	49	60	80	84
PF3D7_1459300	33	34	8	20
PF3D7_0612000	79	109	68	74
PF3D7_1014300	422	280	223	227
PF3D7_1434200	1567	1669	1192	1287
PF3D7_0103200	694	761	337	328
PF3D7_1025800	69	100	81	84
PF3D7_1461500	0	2	3	3
PF3D7_0318800	2	5	72	94
PF3D7_1446400	58	69	130	132
PF3D7_1406100	26	22	47	52
PF3D7_0602800	7	8	6	15
PF3D7_1127500	198	213	172	173
PF3D7_1149900	0	0	0	0
PF3D7_0418100	132	112	193	247
PF3D7_1458100	32	34	24	20
PF3D7_1226600	338	321	263	291
mal_mito_RNA19	0	0	0	0
PF3D7_1037700	9	24	22	31
PF3D7_1360200	198	264	212	217
PF3D7_1324800	455	565	470	555
PF3D7_1475500	17	13	21	15
PF3D7_0935000	331	373	235	255
PF3D7_1339000	0	2	0	0
PF3D7_1462400	34	20	112	197
PF3D7_0700800	66	34	24	36
PF3D7_1110000	88	147	101	108
PF3D7_1222700	210	298	602	619
PF3D7_0420900	0	0	0	0
PF3D7_0608400	131	171	167	182
PF3D7_1220900	987	940	1473	1395
PF3D7_1325500	78	85	47	40
PF3D7_0211000	62	107	5	10
PF3D7_1003500	1392	1692	690	701
PF3D7_1456400	5	3	4	7
PF3D7_0704500	123	96	104	98
PF3D7_1106600	62	69	65	84
PF3D7_0104700	3	2	3	0
PF3D7_1221100	10	11	5	11
PF3D7_1132000	146	151	206	241
PF3D7_0613400	306	479	381	363
PF3D7_0714300	117	127	110	139
PF3D7_0724800	199	248	217	211
PF3D7_0509000	480	509	426	515
PF3D7_0410400	151	201	205	200
PF3D7_1373200	0	0	0	0
PF3D7_0707700	497	527	497	584
PF3D7_0508600	38	73	81	83
PF3D7_0833200	0	0	0	0
PF3D7_1233600	561	384	408	507
PF3D7_0730000	13	15	59	72
PF3D7_1123400	1326	941	785	786
PF3D7_1366600	426	448	504	596
PF3D7_1332600	348	443	297	293
PF3D7_1371500	8	2	0	0
PF3D7_1135600	28	28	14	11
PF3D7_0514100	55	62	54	69
PF3D7_0933000	101	102	103	150
PF3D7_1035700	269	239	496	470
PF3D7_1022300	83	65	21	34
PF3D7_0503900	91	90	83	105
PF3D7_1144600	229	213	154	189
PF3D7_0928300	97	135	120	142
PF3D7_0504100	16	14	46	36
PF3D7_0711500	374	393	348	451
PF3D7_0403100	137	168	144	144
PF3D7_0523900	55	48	46	45
PF3D7_1302900	67	60	39	44
PF3D7_1356300	233	352	488	514
PF3D7_1241500	87	42	82	126
PF3D7_1412400	118	96	139	167
PF3D7_1041000	1	0	0	2
PF3D7_0213000	145	254	80	67
PF3D7_1468500	300	503	448	440
PF3D7_0220000	929	357	948	1149
PF3D7_0813600	328	433	358	425
PF3D7_1235600	1408	1281	1307	1110
PF3D7_1254900	0	0	0	0
PF3D7_1336600	160	161	95	104
PF3D7_0719300	278	259	281	324
PF3D7_0721700	13	16	19	25
PF3D7_1425900	69	66	76	101
PF3D7_1207900	23	29	29	46
PF3D7_0305000	135	126	111	102
PF3D7_0716000	209	184	323	370
PF3D7_1305300	198	89	70	97
PF3D7_1013700	51	68	41	52
PF3D7_1007900	507	627	483	574
PF3D7_1036600	83	84	36	30
PF3D7_0521600	18	13	2	6
PF3D7_1011500	65	138	31	36
PF3D7_1474600	497	601	476	575
PF3D7_0102300	721	601	345	418
PF3D7_1037600	430	473	193	232
PF3D7_0810200	76	106	129	206
PF3D7_0911300	6	30	2	3
PF3D7_0507900	93	136	62	63
PF3D7_0918600	37	39	45	48
PF3D7_API02200	0	0	0	0
PF3D7_1140800	51	47	83	109
PF3D7_0414800	11	12	5	5
PF3D7_1433700	62	53	68	72
PF3D7_0102200	32	79	443	582
PF3D7_1413500	150	133	239	272
PF3D7_1458900	43	36	25	29
PF3D7_1126400	113	166	198	255
PF3D7_0312200	5	5	15	19
PF3D7_1106300	395	471	515	573
PF3D7_1024300	219	208	87	121
PF3D7_0713300	0	0	1	1
PF3D7_0912800	106	84	62	73
PF3D7_1334000	66	89	81	84
PF3D7_0206000	64	40	68	85
PF3D7_1414600	49	81	130	160
PF3D7_1340800	83	149	83	98
PF3D7_0310400	508	439	633	762
PF3D7_0726500	1016	654	753	902
PF3D7_0607400	125	180	239	224
PF3D7_0405400	1342	827	998	1276
PF3D7_0500100	4	2	2	2
PF3D7_0112400	0	0	0	0
PF3D7_0321700	119	118	168	181
PF3D7_0521200	32	55	78	89
PF3D7_0221650	0	1	0	0
PF3D7_0916200	98	108	79	104
PF3D7_0528200	858	1272	538	619
PF3D7_0413600	978	1185	793	782
PF3D7_0826300	187	253	337	339
PF3D7_1472000	54	100	55	65
PF3D7_0811900	142	145	172	200
PF3D7_1327800	321	311	203	251
PF3D7_0716100	117	121	138	192
PF3D7_1315600	187	260	247	308
PF3D7_1143300	277	350	359	401
PF3D7_1314500	383	516	415	482
PF3D7_1317900	56	32	46	45
PF3D7_0217400	206	275	157	144
PF3D7_0109000	36	58	92	80
PF3D7_1416300	196	177	170	148
PF3D7_0621700	95	60	71	91
PF3D7_1136300	434	356	308	366
PF3D7_0709400	83	76	62	82
PF3D7_1314900	313	305	178	230
PF3D7_0900400	0	0	1	1
PF3D7_1414200	172	150	164	178
PF3D7_1304600	42	44	52	51
PF3D7_1103900	8	6	2	5
PF3D7_0830300	8	3	4	16
PF3D7_0513000	98	84	78	98
PF3D7_1015300	324	313	362	381
PF3D7_0813700	48	56	56	55
PF3D7_0401500	8	8	22	20
PF3D7_0220100	25	44	41	63
PF3D7_1360000	51	78	78	72
PF3D7_1116000	387	274	204	251
PF3D7_1310600	189	296	234	243
PF3D7_1143700	7	7	7	2
PF3D7_0405700	201	76	144	189
PF3D7_1206300	100	66	75	105
PF3D7_1036900	754	579	810	1024
PF3D7_1439400	563	731	821	849
PF3D7_0715500	139	160	109	107
PF3D7_1447300	108	107	177	126
PF3D7_1330500	185	245	333	337
PF3D7_0425500	185	72	110	167
PF3D7_1213800	671	719	808	954
PF3D7_0803000	125	155	124	147
PF3D7_1358400	23	36	39	35
PF3D7_0218000	577	510	465	508
PF3D7_1014100	22	21	25	22
PF3D7_1332300	110	117	64	55
PF3D7_0929200	467	551	402	390
PF3D7_1325100	1483	1440	1316	1446
PF3D7_1415800	179	162	245	243
PF3D7_0920700	81	73	74	98
PF3D7_1123300	114	94	92	127
PF3D7_1145500	108	108	100	126
PF3D7_1445400	488	461	578	669
PF3D7_0706200	60	36	23	18
PF3D7_1401000	6	4	5	10
PF3D7_1440400	46	38	51	58
PF3D7_1119800	131	111	93	83
PF3D7_API00600	0	0	0	0
PF3D7_1473200	1173	1401	1704	1726
PF3D7_1000400	15	8	6	12
PF3D7_0725900	0	0	0	1
PF3D7_0424300	10	9	206	252
PF3D7_1034100	3	15	6	7
PF3D7_0905100	270	281	277	305
PF3D7_1100500	2	2	2	2
PF3D7_0511500	527	274	342	381
PF3D7_1149100	2395	1527	2200	2261
PF3D7_0609900	33	31	56	82
PF3D7_1309200	385	516	764	850
PF3D7_0507100	3526	3553	1963	1926
PF3D7_1421800	19	17	14	22
PF3D7_1122500	21	22	17	22
PF3D7_0208700	247	276	273	318
PF3D7_1443200	48	67	31	48
PF3D7_0323100	187	90	69	93
PF3D7_1372200	166	52	371	412
PF3D7_1246100	41	25	48	69
PF3D7_1420300	37	31	39	44
PF3D7_1224300	8133	7189	12707	16233
PF3D7_0401700	21	26	25	46
PF3D7_0215700	780	677	757	787
PF3D7_1361200	169	126	180	220
PF3D7_0505300	13	14	13	14
PF3D7_0830200	2	5	7	4
PF3D7_0511200	357	353	150	136
PF3D7_0713200	0	0	0	0
PF3D7_1015000	86	76	26	40
PF3D7_0529500	128	130	131	151
PF3D7_1030800	39	36	31	30
PF3D7_0520400	195	203	84	115
PF3D7_1302300	103	130	241	289
PF3D7_1137800	7	2	16	14
PF3D7_0935100	119	130	89	106
PF3D7_1236600	4	10	2	5
PF3D7_1444900	20	21	11	6
PF3D7_0503800	947	1305	508	590
PF3D7_1238600	174	216	315	289
PF3D7_1343800	36	12	73	89
PF3D7_1146300	0	1	3	1
PF3D7_1329600	172	188	112	163
PF3D7_1035300	112	85	153	150
PF3D7_1150400	4	1	2	2
PF3D7_1021300	125	148	175	159
PF3D7_1030300	97	119	33	39
PF3D7_0306600	71	86	67	71
PF3D7_1254000	0	0	0	0
PF3D7_0530800	71	76	58	53
PF3D7_1350400	61	38	23	28
PF3D7_0404500	10	26	11	14
PF3D7_0928900	41	45	69	71
PF3D7_0817400	78	95	62	59
PF3D7_1464300	7	7	5	7
PF3D7_1215200	99	145	106	118
PF3D7_API06400	0	0	0	0
PF3D7_0726600	100	63	55	69
PF3D7_0933200	194	275	251	231
PF3D7_0511000	1373	1380	772	907
PF3D7_0200900	1	0	0	0
PF3D7_1371300	1	1	5	2
PF3D7_0315600	25	28	281	313
PF3D7_0800650	1	0	2	0
PF3D7_0614300	2182	2459	1791	1812
PF3D7_0825200	87	131	135	142
PF3D7_1358900	318	292	295	355
PF3D7_1474100	279	308	194	213
PF3D7_0214500	2	1	0	0
PF3D7_0213400	176	146	89	129
PF3D7_0922700	169	125	130	130
PF3D7_1300800	0	0	0	0
PF3D7_1111500	191	194	90	112
PF3D7_0306500	218	308	231	218
PF3D7_1424600	3	1	0	1
PF3D7_0211700	160	184	185	224
PF3D7_1362400	183	184	248	290
PF3D7_1034600	207	225	117	123
PF3D7_0929000	125	171	146	137
PF3D7_0936000	0	0	0	0
PF3D7_1315500	236	379	255	276
PF3D7_0411000	38	28	211	269
PF3D7_0720700	148	101	212	308
PF3D7_1302100	535	343	621	674
PF3D7_1300400	0	0	0	0
PF3D7_0412500	0	0	0	0
PF3D7_1351700	67	84	217	308
PF3D7_1040200	5	5	7	10
PF3D7_1209300	131	139	260	300
PF3D7_0212000	156	199	138	150
PF3D7_1354900	32	30	43	57
PF3D7_0916900	171	114	52	74
PF3D7_1036400	0	0	1	0
PF3D7_1431200	88	69	169	205
PF3D7_1211300	109	95	248	296
PF3D7_0917200	14	17	9	9
PF3D7_0604200	11	13	12	11
PF3D7_0730300	562	276	952	1357
PF3D7_0319000	209	187	340	339
PF3D7_1340500	36	45	20	30
PF3D7_0302000	272	240	351	408
PF3D7_0925100	6	5	2	3
PF3D7_1327500	8	17	16	12
PF3D7_1117800	190	189	198	233
PF3D7_0621300	80	59	51	59
PF3D7_1458200	47	47	25	26
PF3D7_0214400	79	83	183	179
PF3D7_0904300	7	5	1	4
PF3D7_1209800	45	39	9	8
PF3D7_0823900	434	471	353	430
PF3D7_0912200	21	80	14	14
PF3D7_1249000	19	16	7	12
PF3D7_1365700	218	244	210	248
PF3D7_0106700	232	163	202	290
PF3D7_1326100	210	209	125	138
PF3D7_1418400	0	0	0	0
PF3D7_1362100	21	34	13	28
PF3D7_0910100	729	737	625	686
PF3D7_1353700	71	92	42	62
PF3D7_0908900	84	107	49	60
PF3D7_1401400	54	28	189	208
PF3D7_1119100	162	229	188	196
PF3D7_1335800	51	60	45	66
PF3D7_1326400	181	244	157	175
PF3D7_1128700	75	80	42	69
PF3D7_0626300	73	96	155	150
PF3D7_0219400	618	832	558	659
PF3D7_0220300	19	30	256	297
PF3D7_0728300	61	84	64	75
PF3D7_1030500	342	248	92	117
PF3D7_1331600	405	575	318	278
PF3D7_1202800	51	72	78	69
PF3D7_0527000	2306	2376	2242	2392
PF3D7_1001500	129	66	177	237
PF3D7_0321900	292	289	283	342
PF3D7_0404300	200	339	369	357
PF3D7_0631900	0	0	0	0
PF3D7_1116900	9	25	14	13
PF3D7_0414900	88	135	180	171
PF3D7_0924000	71	97	245	273
PF3D7_1475800	7	15	10	14
PF3D7_1306300	49	56	51	48
PF3D7_0623500	160	257	137	111
PF3D7_1117600	102	134	96	95
PF3D7_1347800	17	25	6	8
PF3D7_0309300	202	246	614	744
PF3D7_1028200	199	273	145	138
PF3D7_0901600	0	0	0	0
PF3D7_0308100	121	118	72	84
mal_rna_15	0	7	0	0
PF3D7_1252500	5	2	9	4
PF3D7_1312200	66	75	49	53
PF3D7_0425400	0	0	1	1
PF3D7_1356500	6	8	4	1
PF3D7_1405200	7	13	3	1
PF3D7_1366900	905	1121	883	1167
PF3D7_0502000	165	135	72	95
PF3D7_0928600	51	45	15	22
PF3D7_0422400	1765	1818	933	1102
PF3D7_0825500	105	82	135	170
PF3D7_API01400	0	0	0	0
PF3D7_0113200	468	421	621	837
PF3D7_1035800	40	17	200	223
PF3D7_1126900	225	309	346	349
PF3D7_1148620	0	0	1	0
PF3D7_0403200	98	112	202	246
PF3D7_1452500	121	142	79	102
PF3D7_1217700	158	173	401	431
PF3D7_1330800	562	399	648	794
PF3D7_0208400	199	146	187	270
PF3D7_1462300	402	314	327	455
PF3D7_0628300	1553	1729	1535	1509
PF3D7_0520000	2372	2109	1184	1353
PF3D7_0819800	43	54	35	48
PF3D7_0302700	52	73	34	47
PF3D7_0209100	332	320	335	350
PF3D7_0814100	60	70	26	24
PF3D7_1449100	94	108	104	112
PF3D7_0919900	380	334	358	364
PF3D7_1210300	44	58	18	15
PF3D7_1465000	233	275	223	226
PF3D7_1445200	127	94	102	161
PF3D7_1414300	2667	2316	1022	1255
PF3D7_1477100	2	0	3	4
PF3D7_0509700	19	14	8	6
PF3D7_1437600	8	6	4	7
PF3D7_1469500	10	7	10	11
PF3D7_0916400	60	34	27	41
PF3D7_0506400	1	7	2	3
PF3D7_API01800	0	0	0	0
PF3D7_0720100	105	95	79	95
PF3D7_1242200	302	353	263	278
PF3D7_0806900	43	57	76	74
PF3D7_1371800	222	126	522	655
PF3D7_API03200	0	0	0	0
PF3D7_0214200	245	262	456	529
PF3D7_0814000	3306	3512	1905	2208
PF3D7_1353300	99	77	99	115
PF3D7_1367100	232	205	306	331
PF3D7_1142800	122	132	96	123
PF3D7_0821700	963	1343	477	528
PF3D7_1430300	124	72	82	77
PF3D7_1353600	213	312	228	226
PF3D7_1237000	377	434	290	298
PF3D7_1303200	61	89	113	132
PF3D7_1141800	41	64	84	60
PF3D7_1130200	5003	5451	5340	4926
PF3D7_1421700	3	5	5	3
PF3D7_1458700	100	101	239	247
PF3D7_0414400	0	2	5	3
PF3D7_0202200	4	5	100	118
PF3D7_1372000	2	2	125	186
PF3D7_0706900	0	0	0	0
PF3D7_1117900	124	120	113	120
PF3D7_0604400	0	0	0	2
PF3D7_1219500	0	2	0	1
PF3D7_0417000	1	23	3	5
PF3D7_0709700	253	309	238	214
PF3D7_1133900	140	87	150	172
PF3D7_1018700	341	221	273	295
PF3D7_1213900	99	98	227	295
PF3D7_1203100	127	146	152	151
mal_rna_14	120	180	67	62
PF3D7_0512100	45	52	15	23
PF3D7_0405800	84	119	65	61
PF3D7_0933100	37	45	36	48
PF3D7_0505600	91	108	87	75
PF3D7_1248000	24	14	8	13
PF3D7_0812100	327	237	151	153
PF3D7_0722100	157	176	133	129
PF3D7_1457000	1425	1640	1285	1232
PF3D7_0601500	0	0	0	0
PF3D7_0624600	631	367	664	850
PF3D7_1435200	54	61	41	50
PF3D7_1227000	30	17	15	11
PF3D7_0311600	155	135	148	161
PF3D7_1440500	56	38	226	263
PF3D7_1238700	202	198	199	269
PF3D7_1000500	1	1	1	0
PF3D7_1358000	72	50	97	85
PF3D7_0910500	25	18	34	37
PF3D7_0907400	369	415	379	458
PF3D7_0103500	13	12	2	8
PF3D7_0614700	61	78	84	76
PF3D7_0425000	0	0	0	0
PF3D7_0830400	657	652	243	300
PF3D7_1308600	11	16	12	13
PF3D7_0933300	139	98	63	66
PF3D7_1009100	0	5	3	1
PF3D7_1349500	170	152	138	168
PF3D7_0104900	68	71	68	71
PF3D7_1252000	0	0	0	0
PF3D7_0321800	108	94	110	127
PF3D7_1334800	282	210	209	228
PF3D7_1332200	32	62	30	45
PF3D7_0823600	8	30	14	18
PF3D7_1229100	350	211	424	513
PF3D7_0706500	321	214	446	508
PF3D7_0411500	0	0	0	0
PF3D7_1015600	966	843	860	1006
PF3D7_0317000	984	1170	632	645
PF3D7_1430600	143	124	78	122
PF3D7_1363300	56	98	32	44
PF3D7_0516000	80	71	85	65
PF3D7_1142100	199	153	215	249
PF3D7_0816200	219	250	277	308
PF3D7_0317200	894	539	970	1121
PF3D7_0205300	2	17	21	25
PF3D7_1351800	27	23	37	41
PF3D7_0417500	546	848	487	515
PF3D7_0906890	18	18	11	20
PF3D7_1425600	5	2	63	105
PF3D7_0303600	25	22	5	7
PF3D7_0629900	242	288	260	241
PF3D7_0506600	3	4	4	1
PF3D7_1040600	0	0	8	11
PF3D7_0318300	145	119	162	228
PF3D7_0515000	560	599	525	693
PF3D7_1346900	158	91	71	72
PF3D7_1414000	525	642	711	710
PF3D7_1109400	519	474	298	296
PF3D7_0606400	4	4	0	1
PF3D7_0910000	6	19	5	4
PF3D7_0907300	79	68	38	64
PF3D7_0521900	9	6	12	11
PF3D7_0418600	11	6	42	65
PF3D7_0721800	358	313	307	390
PF3D7_1305500	6	4	3	4
PF3D7_0531600	98	44	247	146
PF3D7_1346200	19	22	7	8
PF3D7_0817000	45	56	26	29
PF3D7_0723600	90	71	73	43
PF3D7_0910900	282	346	339	379
PF3D7_0511800	1016	901	709	795
PF3D7_1330000	98	108	113	128
PF3D7_1324000	47	39	42	49
PF3D7_0212800	88	172	32	36
PF3D7_1362000	99	136	309	296
PF3D7_1024800	604	444	901	1077
PF3D7_0908800	238	230	147	136
PF3D7_1106500	101	68	99	96
PF3D7_1326300	345	287	276	303
PF3D7_1428800	163	181	145	147
PF3D7_0200700	0	0	0	0
PF3D7_0833000	2	2	3	3
PF3D7_1010400	72	71	59	41
PF3D7_1033500	89	108	85	103
PF3D7_0908100	27	46	14	9
PF3D7_0419600	912	772	725	905
PF3D7_1305400	87	77	46	66
PF3D7_0929900	66	95	49	51
PF3D7_1018400	10	2	1	4
PF3D7_1201500	130	116	255	337
PF3D7_1343200	234	284	545	551
PF3D7_0917100	34	36	58	53
PF3D7_0425900	1	0	5	14
PF3D7_API05100	0	0	0	0
PF3D7_0301300	53	36	102	109
PF3D7_1412700	78	77	67	73
PF3D7_0728500	5	12	2	4
PF3D7_0807800	425	390	373	412
PF3D7_1134800	212	222	305	299
PF3D7_1471400	202	270	405	397
PF3D7_0416800	1186	1755	971	1048
PF3D7_0932900	3	2	0	1
PF3D7_1440800	99	122	175	174
PF3D7_1004000	2521	2809	1354	1367
PF3D7_1135400	263	207	177	206
PF3D7_0321500	490	495	155	156
PF3D7_1229600	182	152	246	298
PF3D7_1114300	0	0	0	0
PF3D7_API04500	0	0	0	0
PF3D7_1112600	72	55	71	88
PF3D7_0423000	160	281	204	214
PF3D7_1433600	233	277	181	175
PF3D7_0935700	0	0	0	0
PF3D7_1145600	87	108	186	178
PF3D7_1233100	125	191	162	208
PF3D7_1469300	141	125	155	230
PF3D7_0223300	0	0	1	0
PF3D7_1125300	265	276	204	280
PF3D7_0422700	178	137	249	240
PF3D7_1113000	8	21	14	19
PF3D7_1041100	0	0	0	1
PF3D7_0900200	0	0	1	1
PF3D7_0829600	4	24	37	41
PF3D7_1118200	367	308	281	338
PF3D7_0321200	129	121	105	113
PF3D7_1127300	75	59	18	40
PF3D7_0732600	0	0	0	0
PF3D7_0212100	444	472	406	579
PF3D7_1136600	122	114	204	253
PF3D7_1411200	220	302	367	400
PF3D7_1361600	113	202	67	93
PF3D7_0806400	28	30	9	10
PF3D7_1202200	397	405	340	379
PF3D7_1115400	375	358	444	442
PF3D7_1247000	76	127	82	85
PF3D7_0106000	174	232	171	187
PF3D7_1359400	942	776	1307	1351
PF3D7_0725400	40	43	39	46
PF3D7_1126700	65	59	65	71
PF3D7_1324200	253	263	318	395
PF3D7_0724500	8	17	11	8
PF3D7_1353400	29	24	37	49
PF3D7_0712000	2	2	11	10
PF3D7_1147300	423	305	324	385
malmito_rna_21	0	0	0	1
PF3D7_0606500	349	420	425	439
PF3D7_1453500	5	10	6	7
PF3D7_0201000	0	0	1	0
PF3D7_1414500	181	128	296	325
PF3D7_0219700	13	4	94	111
PF3D7_1038700	8	5	82	94
PF3D7_1336500	0	0	0	0
PF3D7_1138900	15	17	0	3
PF3D7_1138600	127	86	60	69
PF3D7_0933400	27	41	24	28
PF3D7_1429000	92	75	66	84
PF3D7_0304800	31	35	16	33
PF3D7_1243400	27	14	33	34
PF3D7_0614000	262	264	162	205
PF3D7_1039100	1	0	19	26
PF3D7_1234000	75	87	74	75
PF3D7_0307600	166	196	135	143
PF3D7_1456100	9	4	2	4
PF3D7_0724400	70	65	53	65
PF3D7_0207500	1438	940	842	1007
PF3D7_0828800	20	36	101	139
PF3D7_1457500	105	169	236	231
malmito_rna_15	0	0	0	0
PF3D7_0420400	121	175	57	59
PF3D7_1403600	124	154	124	130
PF3D7_1129300	31	29	18	18
PF3D7_0819600	426	430	217	241
PF3D7_1020000	169	130	191	270
PF3D7_1365000	131	185	259	299
PF3D7_1012200	81	111	109	83
PF3D7_0621200	605	490	895	958
PF3D7_0419700	50	78	19	23
PF3D7_0423100	367	681	607	645
PF3D7_1437300	95	97	70	72
PF3D7_0717400	158	187	167	191
PF3D7_0920000	19	21	63	67
PF3D7_1352700	121	84	45	73
PF3D7_1023800	19	11	21	18
PF3D7_1320500	91	120	124	171
PF3D7_0606600	125	77	152	158
PF3D7_0213100	375	377	401	412
PF3D7_0709000	434	477	600	653
PF3D7_0301400	50	49	80	85
PF3D7_1321600	11	28	4	4
PF3D7_0832600	0	0	0	0
PF3D7_1400200	0	0	1	0
PF3D7_1122300	21	37	19	18
PF3D7_0524300	101	111	120	146
PF3D7_0632200	0	0	0	0
PF3D7_1402500	1760	2448	870	961
PF3D7_0209600	239	296	153	131
PF3D7_1040100	0	0	0	0
PF3D7_1479800	0	0	0	0
PF3D7_1114000	3	0	3	0
malmito_rna_26	0	0	0	0
PF3D7_1344000	142	146	113	132
PF3D7_1137300	367	288	264	316
PF3D7_1352600	0	0	6	1
PF3D7_1423600	141	222	418	504
PF3D7_1009500	165	197	204	273
PF3D7_1462200	85	97	51	63
PF3D7_0510400	25	9	15	18
PF3D7_0308600	694	732	641	694
PF3D7_1227800	172	165	321	404
PF3D7_0807700	28	78	104	114
PF3D7_1334500	339	298	180	230
PF3D7_1332700	240	239	165	212
PF3D7_1431600	255	320	304	310
PF3D7_1144700	428	439	232	227
PF3D7_1469900	22	33	12	9
PF3D7_0911400	48	29	39	47
PF3D7_0913600	84	82	77	60
PF3D7_0407600	1	1	1	9
PF3D7_0407500	47	59	29	24
PF3D7_1429300	53	67	108	112
PF3D7_1101600	0	0	0	0
PF3D7_1328800	179	270	118	123
PF3D7_1100100	41	27	24	24
PF3D7_0403300	35	45	15	15
PF3D7_0408600	75	99	334	354
PF3D7_1358300	4	4	3	3
PF3D7_1028100	8	15	4	4
PF3D7_0812220	86	121	70	96
PF3D7_1225400	41	42	77	94
PF3D7_0829100	157	231	158	155
PF3D7_0921800	120	121	127	103
PF3D7_1362800	93	57	44	55
PF3D7_1147100	1	2	0	0
PF3D7_0215900	35	61	31	31
PF3D7_1360400	79	68	41	63
PF3D7_0500700	2	1	0	1
PF3D7_1206500	19	18	22	41
PF3D7_1100800	4	2	1	4
PF3D7_0519400	2043	2767	907	1039
PF3D7_1421600	154	136	103	146
PF3D7_0212400	193	120	121	158
PF3D7_0611500	8	7	0	3
PF3D7_1354500	474	354	401	473
PF3D7_1129850	42	33	20	21
PF3D7_0103700	47	41	32	37
PF3D7_1301800	0	0	11	11
PF3D7_1420800	0	2	3	3
PF3D7_1217300	198	231	265	256
PF3D7_1300500	1	0	0	0
PF3D7_1304200	19	34	50	60
PF3D7_1443100	128	122	121	151
PF3D7_1233300	81	52	61	67
PF3D7_1011300	31	25	26	26
PF3D7_1228400	97	59	79	91
PF3D7_0615600	157	129	112	136
PF3D7_0602500	191	144	88	100
PF3D7_0610500	95	119	52	75
PF3D7_1207200	25	27	20	24
PF3D7_1119200	36	47	109	124
PF3D7_0318100	130	108	115	122
PF3D7_1009800	37	31	39	71
PF3D7_0808500	0	0	0	0
PF3D7_0306900	3046	3630	2284	2367
PF3D7_1037500	60	80	146	142
PF3D7_0927600	405	479	352	393
PF3D7_0605400	17	15	19	17
PF3D7_0418300	3326	3283	4375	5183
PF3D7_1367500	251	256	221	221
PF3D7_API02400	0	0	0	0
PF3D7_1477500	93	43	260	378
PF3D7_0312500	82	75	45	47
PF3D7_0805100	6	15	94	100
PF3D7_0100100	2	1	1	2
PF3D7_1433100	17	21	16	18
PF3D7_1202900	929	1332	890	784
PF3D7_0112300	0	0	19	19
PF3D7_1137200	32	56	49	80
PF3D7_0628700	68	101	59	55
PF3D7_1342300	130	151	73	82
malmito_rna_LSUF	3	6	1	3
PF3D7_0608000	207	229	184	204
PF3D7_0719400	207	210	179	227
PF3D7_0600700	1	0	0	2
PF3D7_0108000	971	1096	828	955
PF3D7_0715800	270	369	187	190
PF3D7_0504200	176	175	189	212
PF3D7_1372700	0	0	0	2
PF3D7_1417100	68	93	61	45
PF3D7_0218800	79	89	7	13
PF3D7_1367600	118	168	168	170
PF3D7_1128600	25	9	53	79
PF3D7_0411300	42	25	39	57
PF3D7_1436700	30	25	14	17
PF3D7_1017200	49	92	73	93
